21,40;24,38;-2,98;7,677392935
33,50;33,50;0,00;
38,10;42,22;-4,12;
26,50;31,97;-5,47;
43,20;31,30;11,90;
28,40;23,75;4,65;
32,30;35,25;-2,95;
15,00;13,22;1,78;
27,50;30,50;-3,00;
60,00;47,66;12,34;
56,50;43,50;13,00;
45,10;40,16;4,94;
25,60;36,16;-10,56;
24,50;23,88;0,63;
36,40;37,88;-1,47;
27,70;34,28;-6,58;
22,60;31,73;-9,13;
28,40;31,59;-3,19;
30,70;30,69;0,01;
24,10;26,19;-2,09;
31,80;31,08;0,72;
21,60;24,45;-2,85;
36,10;40,22;-4,12;
40,80;37,91;2,89;
13,00;14,58;-1,58;
37,00;22,70;14,30;
20,10;12,02;8,08;
23,00;20,84;2,16;
25,30;29,84;-4,54;
24,40;24,70;-0,30;
21,80;25,66;-3,86;
22,60;21,84;0,76;
17,20;17,56;-0,36;
32,40;30,55;1,85;
45,20;38,00;7,20;
10,30;8,77;1,53;
12,00;11,71;0,29;
14,40;15,66;-1,26;
33,80;28,06;5,74;
25,90;31,70;-5,80;
33,30;35,09;-1,79;
27,70;34,06;-6,36;
34,40;34,25;0,15;
25,00;28,19;-3,19;
9,00;7,52;1,48;
22,20;30,83;-8,63;
34,00;29,02;4,98;
22,20;20,66;1,54;
11,30;15,87;-4,57;
14,60;20,03;-5,43;
30,30;39,19;-8,89;
53,70;50,38;3,33;
35,20;33,44;1,76;
29,50;30,20;-0,70;
34,50;30,59;3,91;
20,30;27,20;-6,90;
53,40;40,47;12,93;
31,10;26,36;4,74;
43,30;40,22;3,08;
30,70;20,27;10,43;
28,80;33,00;-4,20;
25,30;23,44;1,86;
30,70;36,56;-5,86;
9,60;8,84;0,76;
21,90;27,38;-5,48;
19,60;22,70;-3,10;
14,20;16,19;-1,99;
49,50;43,34;6,16;
20,40;19,33;1,07;
23,80;23,50;0,30;
21,70;24,42;-2,72;
16,80;11,82;4,98;
12,00;11,05;0,95;
18,60;20,53;-1,93;
32,80;36,72;-3,92;
29,60;23,09;6,51;
58,60;46,19;12,41;
14,20;13,00;1,20;
19,50;20,45;-0,95;
47,50;41,66;5,84;
30,70;34,75;-4,05;
25,80;30,83;-5,03;
14,50;22,94;-8,44;
30,70;33,88;-3,17;
20,50;31,59;-11,09;
22,10;24,30;-2,20;
17,50;23,88;-6,38;
11,40;12,70;-1,30;
27,60;21,03;6,57;
13,90;25,34;-11,44;
31,90;23,34;8,56;
27,90;26,31;1,59;
32,00;36,22;-4,22;
12,40;17,92;-5,52;
12,90;33,06;-20,16;
28,00;35,03;-7,03;
13,10;19,84;-6,74;
27,80;29,91;-2,11;
17,50;23,75;-6,25;
10,30;23,09;-12,79;
5,80;13,88;-8,08;
41,30;34,47;6,83;
22,60;17,89;4,71;
51,40;29,34;22,06;
18,70;21,11;-2,41;
23,60;24,70;-1,10;
13,20;16,86;-3,66;
6,90;18,53;-11,63;
7,50;13,80;-6,30;
16,50;19,78;-3,28;
22,00;15,06;6,94;
9,70;20,17;-10,47;
40,70;38,97;1,73;
25,90;18,47;7,43;
10,00;18,72;-8,72;
21,00;14,67;6,33;
27,10;26,75;0,35;
17,30;14,73;2,57;
21,10;14,87;6,23;
34,30;26,44;7,86;
44,00;38,06;5,94;
27,30;16,13;11,17;
51,40;39,25;12,15;
45,10;33,63;11,47;
11,40;20,23;-8,83;
30,00;27,31;2,69;
39,20;40,72;-1,52;
17,80;16,56;1,24;
16,80;15,22;1,58;
34,30;27,92;6,38;
23,60;20,45;3,15;
42,50;34,06;8,44;
31,60;31,30;0,30;
15,40;14,52;0,88;
25,50;22,63;2,88;
19,50;15,28;4,22;
35,50;23,78;11,72;
45,40;32,06;13,34;
55,70;44,69;11,01;
34,00;43,81;-9,81;
23,20;27,20;-4,00;
