5,43E+02;4,77E+02;66,15;57,69340872
3,02E+02;3,14E+02;-12,15;
4,77E+02;3,99E+02;78,00;
1,40E+02;1,93E+02;-53,10;
5,27E+02;4,40E+02;86,95;
2,05E+02;2,27E+02;-22,02;
4,44E+02;4,19E+02;25,05;
2,45E+02;4,03E+02;-158,05;
4,45E+02;4,39E+02;6,20;
4,02E+02;3,42E+02;60,15;
4,99E+02;4,04E+02;94,60;
4,36E+02;4,40E+02;-3,20;
5,13E+02;4,68E+02;44,80;
5,30E+02;4,37E+02;92,95;
2,25E+02;2,30E+02;-4,60;
3,06E+02;3,33E+02;-27,65;
2,07E+02;3,27E+02;-119,80;
3,82E+02;4,73E+02;-91,00;
4,58E+02;4,40E+02;18,65;
2,25E+02;2,51E+02;-26,25;
3,05E+02;3,51E+02;-46,05;
2,67E+02;3,18E+02;-50,70;
2,57E+02;3,41E+02;-84,15;
5,07E+02;4,51E+02;56,05;
5,14E+02;4,60E+02;54,30;
2,03E+02;2,43E+02;-39,93;
2,88E+02;3,03E+02;-14,75;
5,13E+02;4,39E+02;74,65;
4,30E+02;4,36E+02;-6,15;
3,06E+02;3,72E+02;-65,75;
4,69E+02;4,64E+02;5,00;
5,21E+02;5,05E+02;16,80;
4,36E+02;4,12E+02;24,60;
4,63E+02;4,02E+02;60,25;
2,21E+02;3,15E+02;-93,20;
3,10E+02;2,76E+02;33,95;
4,29E+02;3,62E+02;66,70;
2,35E+02;2,20E+02;14,60;
5,08E+02;4,67E+02;40,90;
4,43E+02;5,20E+02;-77,00;
4,83E+02;4,39E+02;44,70;
3,53E+02;4,30E+02;-76,80;
4,35E+02;4,69E+02;-34,20;
5,01E+02;4,80E+02;20,95;
4,85E+02;3,72E+02;113,45;
3,85E+02;3,04E+02;81,50;
4,92E+02;4,54E+02;38,25;
5,02E+02;4,61E+02;41,60;
3,08E+02;4,43E+02;-134,35;
4,28E+02;4,55E+02;-26,50;
4,98E+02;4,86E+02;12,55;
2,35E+02;1,65E+02;70,40;
2,99E+02;3,80E+02;-81,40;
4,20E+02;3,80E+02;39,95;
3,50E+02;2,01E+02;149,27;
2,69E+02;3,43E+02;-74,30;
4,83E+02;4,55E+02;28,15;
4,21E+02;3,93E+02;28,90;
4,41E+02;4,94E+02;-53,25;
4,93E+02;4,94E+02;-0,50;
2,07E+02;2,03E+02;3,35;
5,00E+02;4,86E+02;14,50;
3,15E+02;4,10E+02;-95,75;
5,06E+02;4,81E+02;24,90;
2,35E+02;1,94E+02;40,82;
3,95E+02;3,38E+02;57,45;
3,66E+02;4,47E+02;-81,20;
5,18E+02;4,49E+02;69,40;
2,79E+02;2,82E+02;-2,80;
5,17E+02;4,88E+02;28,90;
3,34E+02;3,86E+02;-51,60;
5,01E+02;4,81E+02;20,25;
3,34E+02;4,02E+02;-68,30;
2,97E+02;2,94E+02;3,45;
5,09E+02;4,97E+02;11,95;
5,20E+02;4,92E+02;28,15;
4,89E+02;4,85E+02;4,30;
5,02E+02;4,49E+02;53,60;
