1.644501953125000000e+02;1.623750000000000000e+02
2.160528717041015625e+02;9.681250000000000000e+01
1.713831939697265625e+02;1.252500000000000000e+02
1.386664123535156250e+02;9.681250000000000000e+01
2.023512725830078125e+02;1.061875000000000000e+02
7.877493286132812500e+01;8.012500000000000000e+01
8.933988189697265625e+01;1.079375000000000000e+02
1.420655364990234375e+02;2.272500000000000000e+02
1.989134063720703125e+02;2.550000000000000000e+02
9.626004638671875000e+02;9.800000000000000000e+02
7.843885498046875000e+02;8.440000000000000000e+02
7.736021118164062500e+02;9.470000000000000000e+02
7.529761352539062500e+02;7.605000000000000000e+02
9.068852539062500000e+02;8.440000000000000000e+02
1.240243652343750000e+03;9.485000000000000000e+02
9.793856201171875000e+02;7.285000000000000000e+02
1.271149658203125000e+03;7.710000000000000000e+02
1.291682983398437500e+03;1.256000000000000000e+03
9.350560302734375000e+02;8.760000000000000000e+02
1.167406738281250000e+03;1.266000000000000000e+03
1.133779174804687500e+03;9.490000000000000000e+02
1.311520629882812500e+03;8.905000000000000000e+02
9.536859130859375000e+02;6.495000000000000000e+02
1.062987670898437500e+03;8.795000000000000000e+02
8.611362915039062500e+02;8.760000000000000000e+02
9.731503295898437500e+02;8.040000000000000000e+02
1.164431030273437500e+03;7.275000000000000000e+02
6.811375732421875000e+02;6.120000000000000000e+02
3.093338012695312500e+02;2.855000000000000000e+02
1.130258422851562500e+03;8.600000000000000000e+02
6.163969116210937500e+02;3.045000000000000000e+02
6.537868041992187500e+02;6.010000000000000000e+02
6.753802490234375000e+02;4.230000000000000000e+02
1.140286254882812500e+03;1.015000000000000000e+03
1.077549926757812500e+03;7.570000000000000000e+02
6.236074829101562500e+02;7.610000000000000000e+02
9.466166992187500000e+02;1.227000000000000000e+03
8.309415283203125000e+02;7.275000000000000000e+02
6.167525634765625000e+02;8.225000000000000000e+02
1.054034790039062500e+03;7.635000000000000000e+02
9.490284423828125000e+02;8.020000000000000000e+02
1.234145874023437500e+03;8.680000000000000000e+02
1.345664062500000000e+03;1.204000000000000000e+03
1.331140258789062500e+03;9.120000000000000000e+02
1.278575805664062500e+03;7.675000000000000000e+02
9.870961303710937500e+02;1.279000000000000000e+03
1.163383300781250000e+03;7.815000000000000000e+02
1.497868286132812500e+03;7.495000000000000000e+02
1.310791748046875000e+03;7.680000000000000000e+02
6.478591918945312500e+02;7.005000000000000000e+02
2.822091979980468750e+02;4.415000000000000000e+02
1.058301879882812500e+03;8.360000000000000000e+02
1.167275024414062500e+03;1.093000000000000000e+03
1.312998291015625000e+03;9.740000000000000000e+02
4.209643554687500000e+02;6.290000000000000000e+02
6.865828857421875000e+02;6.840000000000000000e+02
8.816287231445312500e+02;7.175000000000000000e+02
1.157348144531250000e+03;1.276000000000000000e+03
1.595555419921875000e+03;1.344000000000000000e+03
1.635030761718750000e+03;8.830000000000000000e+02
1.804623168945312500e+03;1.165000000000000000e+03
1.508173583984375000e+03;1.142000000000000000e+03
1.237843872070312500e+03;7.600000000000000000e+02
1.547496459960937500e+03;1.236000000000000000e+03
1.569544799804687500e+03;1.305000000000000000e+03
1.765614624023437500e+03;1.271000000000000000e+03
7.953280029296875000e+02;5.270000000000000000e+02
1.768617065429687500e+03;1.422000000000000000e+03
1.064706909179687500e+03;1.018000000000000000e+03
8.661053466796875000e+02;7.985000000000000000e+02
1.142332031250000000e+03;1.068000000000000000e+03
1.148285034179687500e+03;7.020000000000000000e+02
1.130599121093750000e+03;1.156000000000000000e+03
1.224643432617187500e+03;1.210000000000000000e+03
9.378110351562500000e+02;1.227000000000000000e+03
1.247974609375000000e+03;8.140000000000000000e+02
1.291374267578125000e+03;9.125000000000000000e+02
1.122149047851562500e+03;6.315000000000000000e+02
1.105206542968750000e+03;1.162000000000000000e+03
1.016586364746093750e+03;1.075000000000000000e+03
1.166894775390625000e+03;1.231000000000000000e+03
9.895455322265625000e+02;9.770000000000000000e+02
9.267655029296875000e+02;9.520000000000000000e+02
8.909800415039062500e+02;1.086000000000000000e+03
1.029434692382812500e+03;8.160000000000000000e+02
1.108042114257812500e+03;7.380000000000000000e+02
9.617102661132812500e+02;1.118000000000000000e+03
1.411253173828125000e+03;1.236000000000000000e+03
1.602889770507812500e+03;7.185000000000000000e+02
1.581435058593750000e+03;1.088000000000000000e+03
1.609009887695312500e+03;1.327000000000000000e+03
1.382019042968750000e+03;1.190000000000000000e+03
1.245585937500000000e+03;1.128000000000000000e+03
1.172169555664062500e+03;8.325000000000000000e+02
1.131642333984375000e+03;8.010000000000000000e+02
1.272161743164062500e+03;9.915000000000000000e+02
1.228986938476562500e+03;8.690000000000000000e+02
1.168825073242187500e+03;8.155000000000000000e+02
1.069268188476562500e+03;1.146000000000000000e+03
1.107967163085937500e+03;1.136000000000000000e+03
6.430786132812500000e+02;9.345000000000000000e+02
1.167549926757812500e+03;9.770000000000000000e+02
5.818846435546875000e+02;2.450000000000000000e+02
5.005059814453125000e+02;7.240000000000000000e+02
5.444273071289062500e+02;5.795000000000000000e+02
5.251618041992187500e+02;7.560000000000000000e+02
8.914557495117187500e+02;1.075000000000000000e+03
5.429953002929687500e+02;1.259000000000000000e+03
1.328723266601562500e+03;1.070000000000000000e+03
1.228420166015625000e+03;1.055000000000000000e+03
1.507396362304687500e+03;1.356000000000000000e+03
