1.223020032048225403e-01 1.396484375000000000e-01
2.269264906644821167e-01 1.959228515625000000e-01
2.226011604070663452e-01 2.041015625000000000e-01
1.815533339977264404e-01 2.187500000000000000e-01
1.470830440521240234e-01 2.464599609375000000e-01
4.177090823650360107e-01 2.575683593750000000e-01
2.032584100961685181e-01 2.482910156250000000e-01
1.361658573150634766e-01 2.714843750000000000e-01
2.922127842903137207e-01 2.102050781250000000e-01
3.941821157932281494e-01 2.575683593750000000e-01
3.711433708667755127e-01 2.418212890625000000e-01
2.924064099788665771e-01 2.106933593750000000e-01
1.231087967753410339e-01 1.514892578125000000e-01
1.452408581972122192e-01 1.899414062500000000e-01
2.715547084808349609e-01 2.617187500000000000e-01
3.144857585430145264e-01 2.390136718750000000e-01
1.774636059999465942e-01 2.026367187500000000e-01
3.198725283145904541e-01 1.844482421875000000e-01
1.823293864727020264e-01 2.656250000000000000e-01
1.419076621532440186e-01 1.968994140625000000e-01
1.967734396457672119e-01 2.973632812500000000e-01
6.797017157077789307e-02 1.820068359375000000e-01
2.515071928501129150e-01 2.335205078125000000e-01
1.606835871934890747e-01 1.116943359375000000e-01
9.606267511844635010e-02 1.960449218750000000e-01
2.139067798852920532e-01 2.648925781250000000e-01
2.611514627933502197e-01 1.807861328125000000e-01
8.515595644712448120e-02 1.002197265625000000e-01
2.392430752515792847e-01 9.582519531250000000e-02
3.630369305610656738e-01 1.402587890625000000e-01
2.184825688600540161e-01 1.303710937500000000e-01
3.107076287269592285e-01 1.520996093750000000e-01
2.281781435012817383e-01 1.629638671875000000e-01
2.295479774475097656e-01 1.964111328125000000e-01
1.964981257915496826e-01 1.582031250000000000e-01
2.248090505599975586e-01 2.575683593750000000e-01
3.325585722923278809e-01 1.694335937500000000e-01
2.743808329105377197e-01 2.059326171875000000e-01
1.864639222621917725e-01 1.684570312500000000e-01
3.508351445198059082e-01 1.280517578125000000e-01
1.948736459016799927e-01 3.350830078125000000e-02
1.773078441619873047e-01 1.442871093750000000e-01
1.430188566446304321e-01 1.866455078125000000e-01
1.004757285118103027e-01 1.828613281250000000e-01
1.029140427708625793e-01 1.680908203125000000e-01
1.321046352386474609e-01 1.662597656250000000e-01
9.836632013320922852e-02 1.318359375000000000e-01
1.099419146776199341e-01 1.483154296875000000e-01
9.217169880867004395e-02 1.564941406250000000e-01
1.119363456964492798e-01 1.358642578125000000e-01
1.398679465055465698e-01 1.350097656250000000e-01
9.343168884515762329e-02 1.857910156250000000e-01
1.191182136535644531e-01 1.798095703125000000e-01
3.368144929409027100e-01 2.050781250000000000e-01
1.362896412611007690e-01 1.921386718750000000e-01
3.047451376914978027e-01 2.097167968750000000e-01
1.721940934658050537e-01 1.636962890625000000e-01
1.707274913787841797e-01 1.683349609375000000e-01
1.652442961931228638e-01 1.744384765625000000e-01
1.064104661345481873e-01 1.499023437500000000e-01
3.576492965221405029e-01 2.204589843750000000e-01
2.469894737005233765e-01 1.856689453125000000e-01
2.293334007263183594e-01 2.360839843750000000e-01
2.826281189918518066e-01 1.663818359375000000e-01
7.994125783443450928e-02 1.425781250000000000e-01
2.849077284336090088e-01 2.563476562500000000e-01
9.685336798429489136e-02 1.839599609375000000e-01
1.015638634562492371e-01 1.997070312500000000e-01
1.188568174839019775e-01 2.000732421875000000e-01
1.006975024938583374e-01 1.801757812500000000e-01
1.007636189460754395e-01 1.823730468750000000e-01
1.075918450951576233e-01 1.668701171875000000e-01
1.172522976994514465e-01 1.761474609375000000e-01
1.731611490249633789e-01 2.373046875000000000e-01
1.053475365042686462e-01 1.740722656250000000e-01
