4.597224807739257812e+01 4.691611704392229143e+01
4.671484756469726562e+01 4.503435287342206550e+01
4.538216018676757812e+01 4.586891217569531420e+01
4.646462249755859375e+01 4.455050507318822639e+01
4.564097976684570312e+01 4.629896265309271541e+01
4.630279541015625000e+01 4.709100451370182583e+01
4.648392486572265625e+01 4.620473562793640099e+01
4.599097824096679688e+01 4.540168310129087104e+01
4.716589355468750000e+01 4.689394206584358926e+01
5.168683624267578125e+01 4.758979241525575077e+01
4.727694320678710938e+01 4.684024237478824659e+01
4.710549926757812500e+01 4.441289184862371542e+01
4.757917022705078125e+01 4.766754572090793829e+01
4.700676727294921875e+01 4.482744421748208907e+01
4.685145187377929688e+01 4.495149924503513716e+01
4.712185287475585938e+01 4.698158059882887017e+01
4.682138061523437500e+01 4.361395585811868614e+01
4.786594772338867188e+01 4.764722973086110613e+01
4.766489410400390625e+01 4.632295405733565019e+01
4.639077377319335938e+01 4.548211884850402242e+01
4.610753631591796875e+01 4.460183822043106261e+01
4.512054443359375000e+01 4.398221835462015150e+01
4.613983154296875000e+01 4.548737274179039503e+01
4.637400054931640625e+01 4.637856234483714957e+01
4.675675201416015625e+01 4.588540673978017992e+01
4.607931518554687500e+01 4.643009095860949031e+01
4.629762268066406250e+01 4.687549153700187077e+01
4.747386932373046875e+01 4.673148716174129902e+01
4.783292007446289062e+01 4.770478053636978899e+01
4.657975769042968750e+01 4.626203080138345314e+01
4.608940887451171875e+01 4.602502549842105850e+01
4.569379806518554688e+01 4.528752833746610662e+01
4.779302215576171875e+01 4.569448874544781347e+01
4.629751205444335938e+01 4.735288789764034334e+01
4.719577026367187500e+01 4.652519695542700617e+01
4.705237579345703125e+01 4.640812716614947675e+01
4.674691009521484375e+01 4.630114529598090201e+01
4.655769348144531250e+01 4.495993656731111088e+01
4.785009384155273438e+01 4.712460464593102216e+01
4.708363723754882812e+01 4.772907902641168931e+01
4.549145889282226562e+01 4.682733915494313948e+01
4.660528945922851562e+01 4.614214737447487380e+01
4.604919052124023438e+01 4.708929870653311411e+01
5.280309295654296875e+01 5.120234792525196355e+01
5.326309585571289062e+01 5.115614079555272298e+01
4.904607772827148438e+01 4.797701140889003568e+01
4.716241836547851562e+01 4.672359063808627155e+01
4.801110458374023438e+01 4.753459409070940467e+01
